Sample,Cluster
204291_at,1
204292_x_at,1
204293_at,1
204294_at,0
204295_at,0
204296_at,1
204297_at,1
204298_s_at,1
204299_at,1
204300_at,1
204301_at,1
204302_s_at,1
204303_s_at,1
204304_s_at,0
204305_at,1
204306_s_at,0
204307_at,1
204308_s_at,1
204309_at,1
204310_s_at,1
204311_at,1
204312_x_at,1
204313_s_at,1
204314_s_at,1
204315_s_at,1
204316_at,1
204317_at,1
204318_s_at,1
204319_s_at,0
204320_at,1
204321_at,0
204322_at,1
204323_x_at,1
204324_s_at,1
204325_s_at,1
204326_x_at,0
204327_s_at,1
204328_at,0
204329_s_at,1
204330_s_at,1
204331_s_at,0
204332_s_at,0
204333_s_at,1
204334_at,0
204335_at,1
204336_s_at,1
204337_at,1
204338_s_at,1
204339_s_at,1
204340_at,1
204341_at,1
204342_at,0
204343_at,1
204344_s_at,1
204345_at,1
204346_s_at,1
204347_at,1
204348_s_at,0
204349_at,1
204350_s_at,1
204351_at,0
204352_at,1
204353_s_at,1
204354_at,1
204355_at,1
204356_at,1
204357_s_at,1
204358_s_at,1
204359_at,1
204360_s_at,1
204361_s_at,1
204362_at,1
204363_at,0
204364_s_at,1
204365_s_at,1
204366_s_at,0
204367_at,1
204368_at,0
204369_at,1
204370_at,0
204371_s_at,1
204372_s_at,1
204373_s_at,1
204374_s_at,1
204375_at,1
204376_at,1
204377_s_at,1
204378_at,0
204379_s_at,1
204380_s_at,1
204381_at,1
204382_at,1
204383_at,1
204384_at,1
204385_at,1
204386_s_at,0
204387_x_at,0
204388_s_at,0
204389_at,0
204390_at,1
204391_x_at,1
204392_at,1
204393_s_at,1
204394_at,0
204395_s_at,1
204396_s_at,1
204397_at,1
204398_s_at,0
204399_s_at,1
204400_at,1
204401_at,1
204402_at,1
204403_x_at,1
204404_at,0
204405_x_at,1
204406_at,1
204407_at,1
204408_at,1
204409_s_at,1
204410_at,1
204411_at,1
204412_s_at,1
204413_at,1
204414_at,1
204415_at,1
204416_x_at,0
204417_at,0
204418_x_at,0
204419_x_at,1
204420_at,1
204421_s_at,1
204422_s_at,1
204423_at,1
204424_s_at,1
204425_at,1
204426_at,1
204427_s_at,0
204428_s_at,1
204429_s_at,1
204430_s_at,1
204431_at,1
204432_at,1
204433_s_at,1
204434_at,1
204435_at,1
204436_at,1
204437_s_at,1
204438_at,1
204439_at,1
204440_at,0
204441_s_at,1
204442_x_at,1
204443_at,1
204444_at,1
204445_s_at,1
204446_s_at,1
204447_at,1
204448_s_at,1
204449_at,1
204450_x_at,1
204451_at,1
204452_s_at,1
204453_at,1
204454_at,1
204455_at,1
204456_s_at,1
204457_s_at,1
204458_at,1
204459_at,1
204460_s_at,1
204461_x_at,1
204462_s_at,1
204463_s_at,1
204464_s_at,1
204465_s_at,1
204466_s_at,1
204467_s_at,1
204468_s_at,1
204469_at,1
204470_at,0
204471_at,1
204472_at,0
204473_s_at,1
204474_at,1
204475_at,1
204476_s_at,1
204477_at,1
204478_s_at,1
204479_at,1
204480_s_at,0
204481_at,1
204482_at,1
204483_at,1
204484_at,0
204485_s_at,0
204486_at,1
204487_s_at,1
204488_at,1
204489_s_at,1
204490_s_at,0
204491_at,1
204492_at,1
204493_at,1
204494_s_at,1
204495_s_at,1
204496_at,1
204497_at,1
204498_s_at,1
204499_at,1
204500_s_at,1
204501_at,1
204502_at,1
204503_at,1
204504_s_at,1
204505_s_at,1
204506_at,1
204507_s_at,1
204508_s_at,0
204509_at,1
204510_at,1
204511_at,1
204512_at,1
204513_s_at,1
204514_at,1
204515_at,1
204516_at,1
204517_at,0
204518_s_at,0
204519_s_at,0
204520_x_at,1
204521_at,1
204522_at,1
204523_at,1
204524_at,1
204525_at,1
204526_s_at,1
204527_at,1
204528_s_at,1
204529_s_at,1
204530_s_at,1
204531_s_at,1
204532_x_at,0
204533_at,1
204534_at,1
204535_s_at,1
204536_s_at,1
204537_s_at,1
204538_x_at,0
204539_s_at,1
204540_at,1
204541_at,1
204542_at,1
204543_at,1
204544_at,1
204545_at,1
204546_at,1
204547_at,1
204548_at,1
204549_at,1
204550_x_at,0
204551_s_at,1
204552_at,1
204553_x_at,1
204554_at,1
204555_s_at,1
204556_s_at,1
204557_s_at,1
204558_at,1
204559_s_at,0
204560_at,1
204561_x_at,1
204562_at,1
204563_at,1
204564_at,1
204565_at,0
204566_at,1
204567_s_at,1
204568_at,1
204569_at,1
204570_at,1
204571_x_at,0
204572_s_at,1
204573_at,1
204574_s_at,1
204575_s_at,1
204576_s_at,1
204577_s_at,1
204578_at,1
204579_at,1
204580_at,0
204581_at,1
204582_s_at,1
204583_x_at,1
204584_at,1
204585_s_at,1
204586_at,1
204587_at,1
204588_s_at,1
204589_at,1
204590_x_at,1
204591_at,1
204592_at,1
204593_s_at,1
204594_s_at,1
204595_s_at,1
204596_s_at,1
204597_x_at,1
204598_at,1
204599_s_at,0
204600_at,0
204601_at,1
204602_at,1
204603_at,1
204604_at,1
204605_at,1
204606_at,1
204607_at,0
204608_at,0
204609_at,1
204610_s_at,1
204611_s_at,1
204612_at,1
204613_at,1
204614_at,1
204615_x_at,0
204616_at,0
204617_s_at,1
204618_s_at,1
204619_s_at,1
204620_s_at,1
204621_s_at,0
204622_x_at,0
204623_at,0
204624_at,1
204625_s_at,1
204626_s_at,1
204627_s_at,1
204628_s_at,1
204629_at,1
204630_s_at,0
204631_at,1
204632_at,0
204633_s_at,1
204634_at,1
204635_at,1
204636_at,1
204637_at,1
204638_at,0
204639_at,1
204640_s_at,0
204641_at,1
204642_at,1
204643_s_at,1
204644_at,1
204645_at,1
204646_at,1
204647_at,1
204648_at,1
204649_at,1
204650_s_at,1
204651_at,1
204652_s_at,1
204653_at,1
204654_s_at,1
204655_at,1
204656_at,1
204657_s_at,1
204658_at,0
204659_s_at,1
204660_at,1
204661_at,1
204662_at,1
204663_at,1
204664_at,1
204665_at,1
204666_s_at,1
204667_at,1
204668_at,1
204669_s_at,1
204670_x_at,0
204671_s_at,1
204672_s_at,1
204673_at,0
204674_at,1
204675_at,1
204676_at,1
204677_at,1
204678_s_at,0
204679_at,0
204680_s_at,1
204681_s_at,1
204682_at,1
204683_at,1
204684_at,1
204685_s_at,1
204686_at,1
204687_at,0
204688_at,1
204689_at,1
204690_at,0
204691_x_at,0
204692_at,1
204693_at,1
204694_at,1
204695_at,1
204696_s_at,1
204697_s_at,0
204698_at,1
204699_s_at,1
204700_x_at,1
204701_s_at,1
204702_s_at,1
204703_at,0
204704_s_at,1
204705_x_at,1
204706_at,1
204707_s_at,1
204708_at,1
204709_s_at,1
204710_s_at,0
204711_at,1
204712_at,1
204713_s_at,1
204714_s_at,1
204715_at,1
204716_at,1
204717_s_at,1
204718_at,1
204719_at,1
204720_s_at,1
204721_s_at,1
204722_at,1
204723_at,1
204724_s_at,1
204725_s_at,0
204726_at,1
204727_at,1
204728_s_at,1
204729_s_at,1
204730_at,1
204731_at,1
204732_s_at,1
204733_at,1
204734_at,1
204735_at,1
204736_s_at,1
204737_s_at,1
204738_s_at,1
204739_at,1
204740_at,1
204741_at,1
204742_s_at,1
204743_at,1
204744_s_at,0
204745_x_at,0
204746_s_at,1
204747_at,1
204748_at,1
204749_at,1
204750_s_at,1
204751_x_at,0
204752_x_at,0
204753_s_at,1
204754_at,1
204755_x_at,1
204756_at,1
204757_s_at,1
204758_s_at,1
204759_at,1
204760_s_at,1
204761_at,1
204762_s_at,1
204763_s_at,1
204764_at,1
204765_at,1
204766_s_at,1
204767_s_at,1
204768_s_at,1
204769_s_at,1
204770_at,1
204771_s_at,1
204772_s_at,1
204773_at,1
204774_at,1
204775_at,1
204776_at,1
204777_s_at,1
204778_x_at,1
204779_s_at,0
204780_s_at,0
204781_s_at,0
204782_at,1
204783_at,1
204784_s_at,1
204785_x_at,1
204786_s_at,1
204787_at,1
204788_s_at,1
204789_at,1
204790_at,1
204791_at,1
204792_s_at,1
204793_at,1
204794_at,1
204795_at,1
204796_at,1
204797_s_at,1
204798_at,0
204799_at,1
204800_s_at,1
204801_s_at,1
204802_at,1
204803_s_at,1
204804_at,1
204805_s_at,1
204806_x_at,0
204807_at,1
204808_s_at,0
204809_at,1
204810_s_at,1
204811_s_at,1
204812_at,1
204813_at,1
204814_at,1
204815_s_at,1
204816_s_at,1
204817_at,1
204818_at,0
204819_at,1
204820_s_at,0
204821_at,1
204822_at,1
204823_at,1
204824_at,1
204825_at,1
204826_at,1
204827_s_at,1
204828_at,1
204829_s_at,1
204830_x_at,1
204831_at,1
204832_s_at,1
204833_at,1
204834_at,0
204835_at,1
204836_at,1
204837_at,1
204838_s_at,1
204839_at,0
204840_s_at,1
204841_s_at,1
204842_x_at,0
204843_s_at,1
204844_at,1
204845_s_at,1
204846_at,1
204847_at,1
204848_x_at,1
204849_at,1
204850_s_at,1
204851_s_at,1
204852_s_at,1
204853_at,1
204854_at,1
204855_at,0
204856_at,0
204857_at,1
204858_s_at,1
204859_s_at,1
204860_s_at,1
204861_s_at,1
204862_s_at,1
204863_s_at,1
204864_s_at,1
204865_at,1
204866_at,1
204867_at,1
204868_at,1
204869_at,1
204870_s_at,1
204871_at,1
204872_at,1
204873_at,1
204874_x_at,1
204875_s_at,0
204876_at,1
204877_s_at,1
204878_s_at,1
204879_at,1
204880_at,0
204881_s_at,0
204882_at,1
204883_s_at,1
204884_s_at,1
204885_s_at,1
204886_at,1
204887_s_at,1
204888_s_at,1
204889_s_at,1
204890_s_at,1
204891_s_at,1
204892_x_at,0
204893_s_at,0
204894_s_at,1
204895_x_at,0
204896_s_at,1
204897_at,0
204898_at,1
204899_s_at,1
204900_x_at,1
204901_at,1
204902_s_at,1
204903_x_at,0
204904_at,1
204905_s_at,1
204906_at,1
204907_s_at,1
204908_s_at,0
204909_at,1
204910_s_at,1
204911_s_at,1
204912_at,1
204913_s_at,1
204914_s_at,1
204915_s_at,1
204916_at,1
204917_s_at,1
204918_s_at,1
204919_at,1
204920_at,1
204921_at,1
204922_at,1
204923_at,1
204924_at,1
204925_at,1
204926_at,1
204927_at,1
204928_s_at,1
204929_s_at,1
204930_s_at,1
204931_at,1
204932_at,1
204933_s_at,1
204934_s_at,1
204935_at,1
204936_at,1
204937_s_at,0
204938_s_at,1
204939_s_at,1
204940_at,1
204941_s_at,1
204942_s_at,1
204943_at,1
204944_at,1
204945_at,1
204946_s_at,1
204947_at,1
204948_s_at,1
204949_at,0
204950_at,1
204951_at,1
204952_at,1
204953_at,1
204954_s_at,1
204955_at,1
204956_at,1
204957_at,1
204958_at,1
204959_at,1
204960_at,1
204961_s_at,1
204962_s_at,1
204963_at,1
204964_s_at,1
204965_at,1
204966_at,1
204967_at,1
204968_at,1
204969_s_at,1
204970_s_at,1
204971_at,1
204972_at,1
204973_at,0
204974_at,1
204975_at,0
204976_s_at,1
204977_at,0
204978_at,1
204979_s_at,1
204980_at,0
204981_at,0
204982_at,1
204983_s_at,1
204984_at,1
204985_s_at,1
204986_s_at,1
204987_at,1
204988_at,1
204989_s_at,1
204990_s_at,0
204991_s_at,1
204992_s_at,0
204993_at,1
204994_at,1
204995_at,1
204996_s_at,1
204997_at,1
204998_s_at,1
204999_s_at,1
205000_at,1
205001_s_at,1
205002_at,1
205003_at,1
205004_at,1
205005_s_at,1
205006_s_at,1
205007_s_at,1
205008_s_at,0
205009_at,0
205010_at,1
205011_at,0
205012_s_at,0
205013_s_at,1
205014_at,0
205015_s_at,1
205016_at,1
205017_s_at,1
205018_s_at,1
205019_s_at,0
205020_s_at,0
205021_s_at,0
205022_s_at,1
205023_at,1
205024_s_at,1
205025_at,1
205026_at,1
205027_s_at,1
205028_at,1
205029_s_at,1
205030_at,1
205031_at,1
205032_at,1
205033_s_at,1
205034_at,1
205035_at,1
205036_at,0
205037_at,1
205038_at,1
205039_s_at,1
205040_at,1
205041_s_at,1
205042_at,0
205043_at,0
205044_at,1
205045_at,1
205046_at,1
205047_s_at,1
205048_s_at,1
205049_s_at,0
205050_s_at,1
205051_s_at,1
205052_at,0
205053_at,1
205054_at,1
205055_at,0
205056_s_at,1
205057_s_at,1
205058_at,1
205059_s_at,1
205060_at,1
205061_s_at,1
205062_x_at,1
205063_at,1
205064_at,1
205065_at,1
205066_s_at,1
205067_at,0
205068_s_at,1
205069_s_at,1
205070_at,1
205071_x_at,1
205072_s_at,1
205073_at,0
205074_at,0
205075_at,1
205076_s_at,0
205077_s_at,0
205078_at,1
205079_s_at,1
205080_at,1
205081_at,0
205082_s_at,1
205083_at,1
205084_at,1
205085_at,1
205086_s_at,1
205087_at,1
205088_at,1
205089_at,1
205090_s_at,1
205091_x_at,1
205092_x_at,1
205093_at,1
205094_at,1
205095_s_at,1
205096_at,1
205097_at,0
205098_at,1
205099_s_at,1
205100_at,1
205101_at,1
205102_at,0
205103_at,1
205104_at,1
205105_at,0
205106_at,1
205107_s_at,1
205108_s_at,1
205109_s_at,1
205110_s_at,1
205111_s_at,1
205112_at,1
205113_at,1
205114_s_at,1
205115_s_at,1
205116_at,1
205117_at,1
205118_at,1
205119_s_at,1
205120_s_at,1
205121_at,1
205122_at,1
205123_s_at,1
205124_at,1
205125_at,0
205126_at,0
205127_at,1
205128_x_at,0
205129_at,0
205130_at,1
205131_x_at,1
205132_at,1
205133_s_at,0
205134_s_at,1
205135_s_at,1
205136_s_at,1
205137_x_at,0
205138_s_at,1
205139_s_at,1
205140_at,1
205141_at,0
205142_x_at,1
205143_at,1
205144_at,1
205145_s_at,1
205146_x_at,1
205147_x_at,1
205148_s_at,1
205149_s_at,1
205150_s_at,1
205151_s_at,1
205152_at,1
205153_s_at,1
205154_at,1
205155_s_at,1
205156_s_at,1
205157_s_at,1
205158_at,0
205159_at,1
205160_at,1
205161_s_at,1
205162_at,1
205163_at,1
205164_at,1
205165_at,1
205166_at,0
205167_s_at,1
205168_at,1
205169_at,1
205170_at,1
205171_at,1
205172_x_at,0
205173_x_at,0
205174_s_at,1
205175_s_at,1
205176_s_at,1
205177_at,1
205178_s_at,1
205179_s_at,1
205180_s_at,1
205181_at,1
205182_s_at,1
205183_at,1
205184_at,1
205185_at,0
205186_at,1
205187_at,1
205188_s_at,1
205189_s_at,0
205190_at,0
205191_at,1
205192_at,1
205193_at,0
205194_at,1
205195_at,1
205196_s_at,1
205197_s_at,1
205198_s_at,1
205199_at,1
205200_at,0
205201_at,1
205202_at,1
205203_at,1
205204_at,1
205205_at,1
205206_at,1
205207_at,0
205208_at,1
205209_at,1
205210_at,1
205211_s_at,1
205212_s_at,1
205213_at,1
205214_at,1
205215_at,1
205216_s_at,1
205217_at,1
205218_at,1
205219_s_at,1
205220_at,1
205221_at,1
205222_at,1
205223_at,1
205224_at,1
205225_at,1
205226_at,1
205227_at,1
205228_at,1
205229_s_at,1
205230_at,1
205231_s_at,1
205232_s_at,1
205233_s_at,1
205234_at,1
205235_s_at,1
205236_x_at,0
205237_at,1
205238_at,1
205239_at,0
205240_at,1
205241_at,1
205242_at,1
205243_at,1
205244_s_at,1
205245_at,1
205246_at,1
205247_at,1
205248_at,1
205249_at,1
205250_s_at,1
205251_at,0
205252_at,1
205253_at,1
205254_x_at,1
205255_x_at,0
205256_at,1
205257_s_at,1
205258_at,1
205259_at,0
205260_s_at,1
205261_at,1
205262_at,1
205263_at,0
205264_at,1
205265_s_at,1
205266_at,1
205267_at,1
205268_s_at,1
205269_at,1
205270_s_at,1
205271_s_at,1
205272_s_at,1
205273_s_at,1
205274_at,1
205275_at,1
205276_s_at,1
205277_at,1
205278_at,1
205279_s_at,1
205280_at,1
205281_s_at,1
205282_at,1
205283_at,1
205284_at,1
205285_s_at,1
205286_at,1
205287_s_at,1
205288_at,1
205289_at,0
205290_s_at,0
205291_at,0
205292_s_at,0
205293_x_at,1
205294_at,1
205295_at,1
205296_at,1
205297_s_at,1
205298_s_at,1
205299_s_at,1
205300_s_at,1
205301_s_at,1
205302_at,1
205303_at,1
205304_s_at,1
205305_at,1
205306_x_at,1
205307_s_at,1
205308_at,1
205309_at,1
205310_at,1
205311_at,0
205312_at,1
205313_at,0
205314_x_at,1
205315_s_at,1
205316_at,1
205317_s_at,1
205318_at,1
205319_at,1
205320_at,1
205321_at,1
205322_s_at,1
205323_s_at,1
205324_s_at,1
205325_at,1
205326_at,1
205327_s_at,0
205328_at,1
205329_s_at,1
205330_at,1
205331_s_at,1
205332_at,1
205333_s_at,1
205334_at,1
205335_s_at,0
205336_at,1
205337_at,1
205338_s_at,1
205339_at,1
205340_at,1
205341_at,1
205342_s_at,1
205343_at,1
205344_at,1
205345_at,1
205346_at,1
205347_s_at,1
205348_s_at,1
205349_at,1
205350_at,1
205351_at,1
205352_at,1
205353_s_at,0
205354_at,1
205355_at,1
205356_at,1
205357_s_at,1
205358_at,1
205359_at,1
205360_at,1
205361_s_at,1
205362_s_at,1
205363_at,1
205364_at,1
205365_at,1
205366_s_at,1
205367_at,0
205368_at,1
205369_x_at,1
205370_x_at,0
205371_s_at,1
205372_at,1
205373_at,1
205374_at,1
205375_at,1
205376_at,1
205377_s_at,1
205378_s_at,1
205379_at,1
205380_at,1
205381_at,1
205382_s_at,0
205383_s_at,1
205384_at,1
205385_at,1
205386_s_at,1
205387_s_at,1
205388_at,1
205389_s_at,1
205390_s_at,1
205391_x_at,1
205392_s_at,0
205393_s_at,1
205394_at,1
205395_s_at,1
205396_at,1
205397_x_at,1
205398_s_at,1
205399_at,1
205400_at,1
205401_at,1
205402_x_at,0
205403_at,0
205404_at,1
205405_at,1
205406_s_at,1
205407_at,1
205408_at,1
205409_at,1
205410_s_at,1
205411_at,1
205412_at,0
205413_at,1
205414_s_at,1
205415_s_at,1
205416_s_at,1
205417_s_at,0
205418_at,1
205419_at,1
205420_at,1
205421_at,1
205422_s_at,1
205423_at,0
205424_at,1
205425_at,1
205426_s_at,1
205427_at,1
205428_s_at,1
205429_s_at,1
205430_at,1
205431_s_at,1
205432_at,1
205433_at,1
205434_s_at,1
205435_s_at,1
205436_s_at,0
205437_at,1
205438_at,1
205439_at,1
205440_s_at,1
205441_at,0
205442_at,1
205443_at,1
205444_at,1
205445_at,1
205446_s_at,1
205447_s_at,1
205448_s_at,1
205449_at,1
205450_at,1
205451_at,1
205452_at,1
205453_at,1
205454_at,1
205455_at,0
205456_at,1
205457_at,1
205458_at,1
205459_s_at,1
205460_at,1
205461_at,1
205462_s_at,1
205463_s_at,0
205464_at,0
205465_x_at,1
205466_s_at,1
205467_at,1
205468_s_at,1
205469_s_at,1
205470_s_at,1
205471_s_at,1
205472_s_at,1
205473_at,1
205474_at,0
205475_at,1
205476_at,0
205477_s_at,1
205478_at,1
205479_s_at,1
205480_s_at,0
205481_at,1
205482_x_at,0
205483_s_at,0
205484_at,1
205485_at,1
205486_at,1
205487_s_at,1
205488_at,1
205489_at,0
205490_x_at,0
205491_s_at,1
205492_s_at,1
205493_s_at,1
205494_at,1
205495_s_at,1
205496_at,1
205497_at,1
205498_at,1
205499_at,1
205500_at,1
205501_at,1
205502_at,1
205503_at,1
205504_at,1
205505_at,1
205506_at,0
205507_at,1
205508_at,1
205509_at,1
205510_s_at,1
205511_at,1
205512_s_at,0
205513_at,1
205514_at,1
205515_at,1
205516_x_at,1
205517_at,1
205518_s_at,1
205519_at,1
205520_at,1
205521_at,1
205522_at,1
205523_at,1
205524_s_at,1
205525_at,1
205526_s_at,0
205527_s_at,1
205528_s_at,1
205529_s_at,1
205530_at,1
205531_s_at,1
205532_s_at,1
205533_s_at,1
205534_at,1
205535_s_at,1
205536_at,1
205537_s_at,1
205538_at,1
205539_at,1
205540_s_at,1
205541_s_at,1
205542_at,1
205543_at,1
205544_s_at,1
205545_x_at,0
205546_s_at,1
205547_s_at,0
205548_s_at,0
205549_at,1
205550_s_at,0
205551_at,1
205552_s_at,1
205553_s_at,1
205554_s_at,0
205555_s_at,1
205556_at,1
205557_at,1
205558_at,1
205559_s_at,1
205560_at,1
205561_at,1
205562_at,1
205563_at,1
205564_at,1
205565_s_at,1
205566_at,0
205567_at,1
205568_at,1
205569_at,1
205570_at,1
205571_at,1
205572_at,1
205573_s_at,0
205574_x_at,1
205575_at,0
205576_at,1
205577_at,1
205578_at,1
205579_at,1
205580_s_at,1
205581_s_at,1
205582_s_at,1
205583_s_at,1
205584_at,1
205585_at,1
205586_x_at,1
205587_at,1
205588_s_at,1
205589_at,1
205590_at,1
205591_at,1
205592_at,1
205593_s_at,1
205594_at,1
205595_at,1
205596_s_at,1
205597_at,0
205598_at,1
205599_at,1
205600_x_at,1
205601_s_at,1
205602_x_at,1
205603_s_at,1
205604_at,1
205605_at,1
205606_at,1
205607_s_at,1
205608_s_at,1
205609_at,1
205610_at,1
205611_at,1
205612_at,1
205613_at,1
205614_x_at,1
205615_at,1
205616_at,1
205617_at,1
205618_at,1
205619_s_at,1
205620_at,1
205621_at,1
205622_at,1
205623_at,1
205624_at,0
205625_s_at,1
205626_s_at,1
205627_at,1
205628_at,1
205629_s_at,1
205630_at,1
205631_at,1
205632_s_at,0
205633_s_at,0
205634_x_at,1
205635_at,1
205636_at,1
205637_s_at,1
205638_at,1
205639_at,1
205640_at,1
205641_s_at,1
205642_at,1
205643_s_at,1
205644_s_at,0
205645_at,1
205646_s_at,1
205647_at,1
205648_at,1
205649_s_at,1
205650_s_at,1
205651_x_at,1
205652_s_at,1
205653_at,1
205654_at,1
205655_at,1
205656_at,1
205657_at,1
205658_s_at,1
205659_at,1
205660_at,1
205661_s_at,1
205662_at,1
205663_at,1
205664_at,1
205665_at,1
205666_at,1
205667_at,1
205668_at,1
205669_at,1
205670_at,1
205671_s_at,1
205672_at,1
205673_s_at,1
205674_x_at,1
205675_at,1
205676_at,1
205677_s_at,1
205678_at,1
205679_x_at,0
205680_at,1
205681_at,1
205682_x_at,1
205683_x_at,0
205684_s_at,1
205685_at,1
205686_s_at,1
205687_at,1
205688_at,1
205689_at,1
205690_s_at,0
205691_at,1
205692_s_at,1
205693_at,1
205694_at,1
205695_at,1
205696_s_at,1
205697_at,1
205698_s_at,0
205699_at,1
205700_at,1
205701_at,1
205702_at,1
205703_at,1
205704_s_at,1
205705_at,1
205706_s_at,1
205707_at,0
205708_s_at,1
205709_s_at,1
205710_at,1
205711_x_at,0
205712_at,1
205713_s_at,1
205714_s_at,1
205715_at,1
205716_at,1
205717_x_at,0
205718_at,1
205719_s_at,1
205720_at,1
205721_at,1
205722_s_at,1
205723_at,1
205724_at,1
205725_at,1
205726_at,0
205727_at,1
205728_at,1
205729_at,1
205730_s_at,1
205731_s_at,1
205732_s_at,1
205733_at,1
205734_s_at,1
205735_s_at,1
205736_at,1
205737_at,1
205738_s_at,1
205739_x_at,1
205740_s_at,0
205741_s_at,1
205742_at,1
205743_at,1
205744_at,1
205745_x_at,1
205746_s_at,1
205747_at,1
205748_s_at,1
205749_at,1
205750_at,1
205751_at,1
205752_s_at,1
205753_at,1
205754_at,1
205755_at,1
205756_s_at,1
205757_at,0
205758_at,1
205759_s_at,1
205760_s_at,1
205761_s_at,1
205762_s_at,1
205763_s_at,1
205764_at,1
205765_at,0
205766_at,1
205767_at,1
205768_s_at,1
205769_at,1
205770_at,1
205771_s_at,0
205772_s_at,1
205773_at,1
205774_at,1
205775_at,1
205776_at,0
205777_at,1
205778_at,1
205779_at,1
205780_at,1
205781_at,1
205782_at,1
205783_at,1
205784_x_at,1
205785_at,1
205786_s_at,1
205787_x_at,1
205788_s_at,0
205789_at,1
205790_at,1
205791_x_at,1
205792_at,1
205793_x_at,1
205794_s_at,1
205795_at,1
205796_at,1
205797_s_at,1
205798_at,0
205799_s_at,0
205800_at,1
205801_s_at,1
205802_at,1
205803_s_at,1
205804_s_at,1
205805_s_at,1
205806_at,1
205807_s_at,0
205808_at,1
205809_s_at,1
205810_s_at,1
205811_at,1
205812_s_at,0
205813_s_at,1
205814_at,1
205815_at,1
205816_at,1
205817_at,1
205818_at,1
205819_at,1
205820_s_at,1
205821_at,1
205822_s_at,1
205823_at,1
205824_at,1
205825_at,1
205826_at,1
205827_at,1
205828_at,1
205829_at,1
205830_at,1
205831_at,1
205832_at,1
205833_s_at,1
205834_s_at,1
205835_s_at,1
205836_s_at,1
205837_s_at,1
205838_at,1
205839_s_at,1
205840_x_at,1
205841_at,1
205842_s_at,1
205843_x_at,1
205844_at,1
205845_at,1
205846_at,1
205847_at,1
205848_at,1
205849_s_at,0
205850_s_at,1
205851_at,1
205852_at,1
205853_at,1
205854_at,1
205855_at,1
205856_at,1
205857_at,1
205858_at,1
205859_at,0
205860_x_at,1
205861_at,0
205862_at,1
205863_at,1
205864_at,1
205865_at,1
205866_at,1
205867_at,1
205868_s_at,1
205869_at,1
205870_at,1
205871_at,1
205872_x_at,1
205873_at,1
205874_at,1
205875_s_at,1
205876_at,1
205877_s_at,1
205878_at,1
205879_x_at,1
205880_at,1
205881_at,1
205882_x_at,0
205883_at,1
205884_at,1
205885_s_at,1
205886_at,1
205887_x_at,1
205888_s_at,1
205889_s_at,1
205890_s_at,1
205891_at,0
205892_s_at,0
205893_at,1
205894_at,0
205895_s_at,0
205896_at,1
205897_at,1
205898_at,1
205899_at,1
205900_at,1
205901_at,1
205902_at,1
205903_s_at,1
205904_at,0
205905_s_at,1
205906_at,1
205907_s_at,1
205908_s_at,1
205909_at,1
205910_s_at,1
205911_at,1
205912_at,1
205913_at,1
205914_s_at,1
205915_x_at,1
205916_at,1
205917_at,1
205918_at,1
205919_at,1
205920_at,1
205921_s_at,1
205922_at,1
205923_at,1
205924_at,1
205925_s_at,1
205926_at,1
205927_s_at,0
205928_at,1
205929_at,0
205930_at,1
205931_s_at,1
205932_s_at,1
205933_at,1
205934_at,1
205935_at,1
205936_s_at,1
205937_at,1
205938_at,1
205939_at,1
205940_at,1
205941_s_at,1
205942_s_at,1
205943_at,1
205944_s_at,1
205945_at,1
205946_at,1
205947_s_at,1
205948_at,1
205949_at,1
205950_s_at,0
205951_at,1
205952_at,1
205953_at,1
205954_at,1
205955_at,1
205956_x_at,1
205957_at,1
205958_x_at,1
205959_at,1
205960_at,1
205961_s_at,1
205962_at,1
205963_s_at,0
205964_at,1
205965_at,1
205966_at,1
205967_at,0
205968_at,1
205969_at,1
205970_at,1
205971_s_at,1
205972_at,1
205973_at,1
205974_at,1
205975_s_at,0
205976_at,1
205977_s_at,1
205978_at,1
205979_at,0
205980_s_at,1
205981_s_at,1
205982_x_at,1
205983_at,1
205984_at,1
205985_x_at,1
205986_at,0
205987_at,1
205988_at,1
205989_s_at,1
205990_s_at,1
205991_s_at,1
205992_s_at,1
205993_s_at,1
205994_at,1
205995_x_at,1
205996_s_at,1
205997_at,1
205998_x_at,1
205999_x_at,1
206000_at,0
206001_at,1
206002_at,1
206003_at,1
206004_at,1
206005_s_at,1
206006_s_at,1
206007_at,1
206008_at,1
206009_at,1
206010_at,1
206011_at,1
206012_at,1
206013_s_at,1
206014_at,1
206015_s_at,0
206016_at,1
206017_at,1
206018_at,1
206019_at,1
206020_at,1
206021_at,1
206022_at,1
206023_at,1
206024_at,1
206025_s_at,1
206026_s_at,1
206027_at,1
206028_s_at,1
206029_at,1
206030_at,1
206031_s_at,1
206032_at,1
206033_s_at,1
206034_at,1
206035_at,1
206036_s_at,1
206037_at,1
206038_s_at,1
206039_at,1
206040_s_at,1
206042_x_at,0
206043_s_at,0
206044_s_at,1
206045_s_at,1
206046_at,1
206047_at,1
206048_at,1
206049_at,1
206050_s_at,0
206051_at,1
206052_s_at,0
206053_at,1
206054_at,1
206055_s_at,0
206056_x_at,1
206057_x_at,1
206058_at,1
206059_at,0
206060_s_at,1
206061_s_at,1
206062_at,1
206063_x_at,1
206064_s_at,1
206065_s_at,1
206066_s_at,1
206067_s_at,1
206068_s_at,1
206069_s_at,1
206070_s_at,1
206071_s_at,1
206072_at,1
206073_at,1
